id_comercio|id_bandera|id_sucursal|sucursales_nombre|sucursales_tipo|sucursales_calle|sucursales_numero|sucursales_latitud|sucursales_longitud|sucursales_observaciones|sucursales_barrio|sucursales_codigo_postal|sucursales_localidad|sucursales_provincia|sucursales_lunes_horario_atencion|sucursales_martes_horario_atencion|sucursales_miercoles_horario_atencion|sucursales_jueves_horario_atencion|sucursales_viernes_horario_atencion|sucursales_sabado_horario_atencion|sucursales_domingo_horario_atencion
10|3|536|Ricardo Balbín 4189|Autoservicio|Ricardo Balbín|4189|-34.554987|-58.490865||Saavedra|1430|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|1|11|Malvinas Argentinas|Hipermercado|Av. Arturo Illia|3770|-34.528883|-58.701631|||1663|Malvinas Argentinas|AR-B|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|1|183|Maschwitz|Hipermercado|Juan Bautista Alberdi|555|-34.395347|-58.738836|||1623|Maschwitz|AR-B|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|581|J. M. Gutiérrez 3759|Autoservicio|Juan María Gutiérrez|3759|-34.580779|-58.413292||Palermo|1425|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|576|Núñez 1563|Autoservicio|Núñez|1563|-34.545639|-58.459569||Nuñez|1429|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|2|138|Concordia II|Supermercado|Entre Ríos|635|-31.396866|-58.018603||Ubicado en Peatonal|3200|Concordia|AR-E|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|Cerrado
10|3|687|Álvarez Jonte 1938|Autoservicio|Álvarez Jonte|1938|-34.603522|-58.471445||Villa del Parque|1416|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|10:00 a 19:00
10|3|528|Aguirre 236|Autoservicio|Aguirre|236|-34.599811|-58.433801||Villa Crespo|1414|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|482|Sullivan 1597|Autoservicio|Alejandro Sullivan|1597|-34.657250|-58.710554|||1718|San Antonio de Padua|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|10:00 a 19:00
10|3|624|Nazca 3214|Autoservicio|Nazca|3214|-34.598928|-58.491826||Villa del Parque|1417|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|11:00 a 20:00
10|3|417|Fray C. Rodríguez 464|Autoservicio|Fray C. Rodríguez|464|-34.624494|-58.464622||Flores|1406|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:00 a 20:00
10|3|398|Av. Rivadavia 9436|Autoservicio|Av. Rivadavia|9436|-34.637117|-58.496795||Villa luro|1407|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|610|Pueyrredón 298|Autoservicio|Av. Pueyrredón|298|-31.425978|-64.192761||Nueva Córdoba|5000|Córdoba|AR-X|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00
10|3|465|Av. Mitre 6328|Supermercado|Av. Mitre|6328|-34.704182|-58.316933||Wilde|1870|Wilde|AR-B|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|10:00 a 20:00
10|3|644|25 de Mayo 979|Autoservicio|25 de Mayo|979|-31.415769|-64.169505||Gral Paz|5004|Córdoba|AR-X|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|10:00 a 20:00
10|3|298|Formosa 565|Autoservicio|Formosa|565|-34.621316|-58.436261||Caballito|1419|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|08:00 a 20:00
10|2|490|Recoleta I|Supermercado|Av. Córdoba|1631|-34.599232|-58.390542|||1055|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00
10|2|272|San Fernando II|Supermercado|Av. Pdte. Tte. Gral. J. D. Perón|1350|-34.441795|-58.553738|||1646|San Fernando|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00
10|3|783|Cabildo 1287|Autoservicio|Cabildo|1287|-34.567927|-58.448671|||1426|Ciudad Autónoma de Buenos Aires|AR-C|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|11:00 A 20:00
10|2|289|Mendoza Luján de Cuyo|Supermercado|Azcuénaga|51|-33.036676|-68.878842|||5507|Luján de Cuyo|AR-M|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|2|62|Champagnat|Hipermercado|Panamericana Ramal Pilar||-34.449813|-58.916319|Km 54||1629|Pilar|AR-B|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00
10|3|605|Juan B. Alberdi 7071|Autoservicio|Av. Juan Bautista Alberdi|7071|-34.659228|-58.512962||Mataderos|1440|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|11:00 a 20:00
10|2|137|San Luis|Supermercado|Pringles|963|-33.302748|-66.336848|||5700|San Luis|AR-D|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00|09:00 a 14:00
10|3|468|J. M. de Rosas 6956|Autoservicio|Juan Manuel de Rosas|6956|-34.704435|-58.582955||Isidro Casanova|1765|Isidro Casanova|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|438|25 de Mayo 2650|Supermercado|25 de Mayo|2650|-34.500302|-58.694886|||1613|Los Polvorines|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|10:00 a 20:00
10|3|586|San Martín 5930|Autoservicio|Av. San Martín|5930|-34.595790|-58.500059||Villa del Parque|1419|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|745|Proxi Serrano 1458|Autoservicio|Serrano|1458|-34.589702|-58.431666|||1414|Ciudad Autónoma de Buenos Aires|AR-C|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|10:30 A 20:00
10|3|594|Inclan 2502|Autoservicio|Inclan|2502|-34.629844|-58.399654||Parque Patricios|1258|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|3|395|Federico Lacroze 4106|Autoservicio|Av. Federico Lacroze|4106|-34.585892|-58.454272||Chacarita|1427|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|548|Congreso 5241|Autoservicio|Av. Congreso|5241|-34.570618|-58.491897||Villa Urquiza|1431|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|794|M. FRAGUEIRO 2220|Autoservicio|M. FRAGUEIRO|2220|-31.389743|-64.183702|||5001|Córdoba|AR-X|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|10:30 A 21:00
10|3|711|Álvarez Thomas 372|Autoservicio|Av. Álvarez Thomas|372|-34.581280|-58.449050||Colegiales|1427|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|569|Del Libertador 1140|Autoservicio|Del Libertador|1140|-34.585727|-58.388055||Recoleta|1112|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|1|15|San Martín|Hipermercado|Av. San Martín|420|-34.586322|-58.519449|||1650|San Martín|AR-B|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|2|226|Martínez (Edison)|Supermercado|Santa Fe|2349|-34.492689|-58.499192|||1640|Martínez|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:30 a 20:00
10|3|604|Av. Estado de Israel 4684|Autoservicio|Av. Estado de Israel|4684|-34.600614|-58.430800||Villa Crespo|1185|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|1|175|Salta VII|Hipermercado|Av. Entre Ríos|1816|-24.779652|-65.427437|||4400|Salta|AR-A|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|643|Segurola 1441|Autoservicio|Segurola|1441|-34.622723|-58.496400||Villa del Parque|1407|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|10:30 a 20:00
10|3|561|Ángel Gallardo 940|Autoservicio|Av. Ángel Gallardo|940|-34.606964|-58.443773||Caballito|1405|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|533|Rosario 85|Autoservicio|Rosario|85|-34.618327|-58.429695||Caballito|1424|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|731|Sarmiento 4551|Autoservicio|Sarmiento|4551|-34.604003|-58.429635||Villa Crespo|1197|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|291|Piedras 383|Autoservicio|Piedras|383|-34.612572|-58.377673||Monserrat|1070|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|10:00 a 19:00
10|3|498|Luro 6329|Autoservicio|Luro|6329|-34.751654|-58.583439||Lujan|1757|Gregorio de Laferrere|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|466|29 de septiembre 1880|Autoservicio|29 de Septiembre|1880|-34.706481|-58.389854|||1824|Lanús|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|10:00 a 19:00
10|3|329|Lavalle 1749|Autoservicio|Lavalle|1749|-34.603042|-58.391768||San Nicolas|1048|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|1|55|Formosa La Rural|Hipermercado|Av. Gustnisky|2040|-26.190381|-58.187564|||3600|Formosa|AR-P|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|657|Montiel 1718|Autoservicio|Montiel|1718|-34.657114|-58.518180||Naon|1440|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|11:00 a 20:00
10|3|640|Boulogne Sur Mer 431|Autoservicio|Boulogne Sur Mer|431|-34.604980|-58.406744||Almagro|1213|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|526|H. Pueyrredon 925|Autoservicio|H. Pueyrredón|925|-34.609566|-58.443746||Caballito|1405|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
